0;1;0;0;0;31;39
0;1;0;0;0;31;39
0;1;0;0;0;31;39
0;1;0;0;0;33;37
0;1;0;0;0;33;37
0;1;0;0;0;33;37
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;36
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;34;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;36
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;36
0;1;0;0;0;34;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;34;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;0;0;0;0;34;35
0;0;0;0;0;35;35
0;0;0;0;0;35;35
0;0;0;0;0;35;35
0;0;0;0;0;35;35
0;0;0;0;0;34;35
0;0;0;0;0;34;35
0;0;0;0;0;35;35
0;0;0;0;0;35;35
0;0;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;36;34
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;33;37
0;1;0;0;0;34;34
0;1;0;0;0;33;37
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;34;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;0;0;0;0;34;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;34;36
0;0;1;0;0;36;34
0;0;0;0;0;34;35
0;0;0;0;0;35;35
0;0;0;1;0;35;35
0;0;0;1;0;34;35
0;0;0;1;0;36;33
0;0;0;1;0;37;32
0;0;0;1;0;37;33
0;0;0;1;0;36;33
0;0;0;1;0;36;33
0;0;0;1;0;37;33
0;0;0;1;0;36;33
0;0;0;1;0;37;33
0;0;0;1;0;37;33
0;0;0;1;0;39;31
0;0;0;1;0;39;31
0;0;0;1;0;38;31
0;0;0;1;0;39;31
0;0;0;0;0;37;33
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;34;35
0;0;1;0;0;34;35
0;0;1;0;0;34;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;33;37
0;1;0;0;0;33;37
0;1;0;0;0;31;39
0;1;0;0;0;31;39
0;1;0;0;0;31;40
0;1;0;0;0;33;37
0;1;0;0;0;33;37
0;1;0;0;0;33;37
0;1;0;0;0;35;35
0;1;0;0;0;34;37
0;1;0;0;0;35;34
0;1;0;0;0;34;34
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;1;0;0;35;35
0;1;1;0;0;34;35
0;0;1;0;0;34;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;35;34
0;0;1;0;0;35;35
0;0;0;1;0;35;35
0;0;0;1;0;35;35
0;0;0;1;0;35;35
0;0;0;1;0;34;35
0;0;0;1;0;35;35
0;0;0;1;0;37;33
0;0;0;1;0;39;31
0;0;0;1;0;38;32
0;0;0;1;0;39;31
0;0;0;1;0;38;31
0;0;0;1;0;37;33
0;0;0;1;0;36;33
0;0;0;1;0;37;33
0;0;0;1;0;37;33
0;0;0;1;0;37;33
0;0;1;0;0;34;34
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;34;35
0;0;1;0;0;34;35
0;0;1;0;0;37;33
0;0;1;0;0;38;31
0;0;1;0;0;39;31
0;0;1;0;0;37;33
0;0;1;0;0;37;33
0;1;1;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;37
0;1;0;0;0;35;35
0;1;0;0;0;34;34
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;34;34
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;34
0;1;0;0;0;33;37
0;1;0;0;0;32;37
0;1;0;0;0;32;37
0;1;0;0;0;33;39
0;1;0;0;0;34;35
0;1;0;0;0;32;36
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;0;0;0;0;34;35
0;1;0;0;0;34;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;0;0;0;0;35;35
0;0;0;0;0;35;35
0;0;0;0;0;35;35
0;0;0;0;0;35;35
0;0;0;0;0;35;35
0;0;0;0;0;35;35
0;0;0;0;0;34;35
1;0;0;0;0;35;35
1;0;0;0;0;35;35
1;0;0;0;0;35;35
1;0;0;0;0;35;35
1;0;0;0;0;35;34
1;0;0;0;0;34;34
1;0;0;0;0;35;35
1;0;0;0;0;34;35
1;0;0;0;0;34;35
1;0;0;0;0;35;35
1;0;0;0;0;35;34
1;0;0;0;0;33;37
1;0;0;0;0;32;37
1;0;0;0;0;33;37
1;0;0;0;0;32;37
1;0;0;0;0;33;37
1;0;0;0;0;33;36
1;0;0;0;0;33;37
1;0;0;0;0;35;35
1;0;0;0;0;35;35
1;0;0;0;0;35;35
1;0;0;0;0;35;35
1;0;0;0;0;35;35
1;0;0;0;0;35;35
1;0;0;0;0;34;35
1;0;0;0;0;35;35
1;0;0;0;0;35;35
1;0;0;0;0;34;35
1;0;0;0;0;35;35
1;0;0;0;0;35;35
1;0;0;0;0;35;36
1;0;0;0;0;35;35
1;0;0;0;0;35;35
1;0;0;0;0;34;35
1;0;0;0;0;35;35
1;0;0;0;0;35;35
0;0;0;0;0;35;37
0;0;0;0;0;35;35
0;0;0;0;0;34;35
0;0;0;0;0;35;35
0;0;0;0;0;34;35
0;0;0;0;0;35;36
0;0;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;34
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;0;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;34
0;0;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;0;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;36;34
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;34;36
0;1;0;0;0;36;34
0;1;0;0;0;33;34
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;36;34
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;36
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;37;33
0;1;0;0;0;36;33
0;1;0;0;0;37;33
0;1;0;0;0;39;31
0;1;0;0;0;39;31
0;1;0;0;0;38;31
0;1;0;0;0;36;33
0;1;0;0;0;39;31
0;1;0;0;0;39;31
0;0;0;0;0;39;31
0;0;0;0;0;39;31
1;0;0;0;0;39;31
1;0;0;0;0;39;31
1;0;0;0;0;37;33
1;0;0;0;0;34;35
1;0;0;0;0;33;37
1;0;0;0;0;33;37
1;0;0;0;0;33;37
1;0;0;0;0;33;37
1;0;0;0;0;33;37
1;0;0;0;0;32;37
1;0;0;0;0;35;35
1;0;0;0;0;35;35
1;0;0;0;0;39;31
1;0;0;0;0;38;31
1;0;0;0;0;41;29
1;0;0;0;0;41;29
1;0;0;0;0;43;27
1;0;0;0;0;43;27
1;1;0;0;0;43;27
0;1;0;0;0;43;27
0;1;0;0;0;45;25
0;1;0;0;0;47;23
0;1;0;0;0;48;21
0;1;1;0;0;52;17
0;1;1;0;0;53;17
0;1;1;0;0;52;17
0;1;1;0;0;53;17
0;1;1;0;0;52;17
0;1;1;0;0;52;17
0;1;0;0;0;51;19
0;1;0;0;0;39;31
0;1;0;0;0;35;35
0;1;1;0;0;33;37
0;0;1;0;0;35;35
0;0;0;1;0;47;23
0;0;0;1;0;51;19
0;0;0;1;0;51;19
0;0;0;1;0;51;19
0;0;0;1;0;51;19
0;0;0;1;0;50;19
0;0;0;1;0;43;27
0;0;0;1;0;35;35
0;0;0;1;0;39;31
0;0;0;0;0;57;13
0;0;0;0;0;58;11
0;0;0;1;0;58;11
0;0;0;0;0;57;13
0;0;1;0;0;54;15
0;1;0;0;0;43;27
0;1;0;0;0;34;35
0;0;0;0;0;33;37
0;0;0;0;0;32;37
0;0;0;0;0;32;37
0;0;0;0;0;33;37
0;0;0;0;0;33;37
0;1;0;0;0;32;37
0;1;0;0;0;33;37
0;1;0;0;0;32;37
0;1;0;0;0;33;37
0;1;0;0;0;32;37
0;1;0;0;0;33;37
0;1;0;0;0;34;35
0;1;1;0;0;36;36
0;1;1;0;0;35;35
0;0;1;0;0;39;31
0;0;1;0;0;43;27
0;1;1;0;0;45;25
0;1;0;0;0;42;27
0;1;0;0;0;38;31
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;36
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;34;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;1;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;33;37
0;1;0;0;0;33;37
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;1;0;0;33;37
0;0;1;0;0;35;34
0;0;1;0;0;32;37
0;0;1;0;0;34;35
0;0;1;0;0;35;35
0;0;1;0;0;34;35
0;0;1;0;0;35;35
0;0;1;0;0;36;34
0;0;1;0;0;35;35
0;0;1;0;0;34;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;33;37
0;0;1;0;0;33;37
0;0;1;0;0;33;37
0;0;1;0;0;32;37
0;0;1;0;0;33;37
0;0;1;0;0;33;37
0;0;1;0;0;32;37
0;0;1;1;0;35;35
0;0;0;1;0;34;35
0;0;0;1;0;38;30
0;0;0;1;0;43;27
0;0;0;1;0;43;27
0;0;0;1;0;43;27
0;0;0;0;0;43;27
0;0;1;0;0;38;31
0;0;1;0;0;34;34
0;0;1;0;0;35;35
0;0;1;0;0;33;37
0;0;1;0;0;33;37
0;1;0;0;0;33;37
0;1;0;0;0;33;37
0;1;0;0;0;33;37
0;1;0;0;0;33;37
0;1;0;0;0;33;37
0;1;0;0;0;33;37
0;1;0;0;0;32;37
0;1;0;0;0;33;37
0;1;0;0;0;32;36
0;1;1;0;0;33;37
0;0;1;0;0;33;37
0;0;1;0;0;33;37
0;0;1;0;0;35;35
0;0;1;0;0;33;37
0;0;1;0;0;33;37
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;37;33
0;0;1;0;0;42;29
0;0;1;0;0;38;31
0;0;1;0;0;34;35
0;0;1;0;0;35;35
0;0;1;0;0;34;34
0;0;1;0;0;33;37
0;0;1;0;0;33;37
0;0;1;0;0;33;39
0;0;1;0;0;32;37
0;0;1;0;0;33;37
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;34;35
0;0;1;0;0;35;35
0;0;1;0;0;34;35
0;0;1;0;0;37;33
0;0;1;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;34;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;34;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;34;35
0;0;1;0;0;35;35
0;0;1;0;0;35;34
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;34;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;34;35
0;0;1;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;34;34
0;0;1;0;0;34;35
0;0;0;0;0;35;35
0;0;0;0;0;35;35
0;0;0;1;0;34;35
0;0;0;1;0;35;35
0;0;0;1;0;35;35
0;0;0;1;0;35;35
0;0;0;1;0;35;35
0;0;0;1;0;35;35
0;0;0;1;0;35;35
0;0;0;1;0;35;35
0;0;0;1;0;34;35
0;0;0;1;0;35;35
0;0;0;1;0;35;36
0;0;0;1;0;35;35
0;0;0;0;0;35;35
0;0;0;0;0;35;35
0;0;0;0;0;35;35
0;0;0;0;0;34;35
0;0;0;0;0;36;33
0;0;0;0;0;37;33
0;0;0;0;0;37;33
0;0;0;0;0;36;33
0;0;0;0;0;37;33
0;0;0;0;0;37;33
0;0;0;0;0;34;35
0;0;0;0;0;35;35
0;0;0;0;0;35;35
0;0;0;0;0;35;35
0;0;0;0;0;35;35
0;0;0;0;0;35;35
0;0;0;0;0;35;35
0;0;0;0;0;34;35
0;0;0;0;0;35;35
0;0;0;0;0;35;35
0;0;0;0;0;34;35
0;0;0;0;0;35;35
0;0;0;0;0;35;35
0;0;0;0;0;35;35
0;0;0;1;0;35;35
0;0;0;1;0;35;35
0;0;0;1;0;35;35
0;0;0;1;0;34;35
0;0;0;1;0;35;35
0;0;0;1;0;35;35
0;0;0;1;0;35;35
0;0;0;1;0;35;35
0;0;0;1;0;35;36
0;0;0;1;0;34;35
0;0;0;1;0;35;35
0;0;0;1;0;35;35
0;0;0;0;0;35;35
0;0;0;0;0;35;35
0;0;0;0;0;35;35
0;0;1;0;0;35;35
0;0;1;0;0;34;35
0;0;1;0;0;32;37
0;0;1;0;0;32;37
0;0;1;0;0;33;37
0;0;1;0;0;33;37
0;0;1;0;0;31;39
0;0;1;0;0;31;39
0;0;1;0;0;33;37
0;0;1;0;0;33;37
0;0;1;0;0;33;37
0;0;0;0;0;32;37
0;0;0;0;0;33;37
0;0;0;0;0;32;37
0;0;0;1;0;33;37
0;0;0;1;0;33;37
0;0;0;1;0;33;37
0;0;0;1;0;32;37
0;0;0;1;0;33;37
0;0;0;1;0;35;35
0;0;0;1;0;39;31
0;0;0;1;0;39;31
0;0;0;1;0;37;33
0;0;0;1;0;37;33
0;0;0;1;0;35;35
0;0;0;1;0;35;35
0;0;0;1;0;33;37
0;0;0;1;0;33;37
0;0;0;1;0;33;37
0;0;0;1;0;34;35
0;0;0;1;0;35;35
0;0;0;1;0;37;33
0;0;0;1;0;37;33
0;0;0;1;0;37;33
0;0;0;1;0;37;32
0;0;0;1;0;36;33
0;0;0;1;0;37;33
0;0;0;1;0;34;35
0;0;0;1;0;35;35
0;0;0;1;0;35;35
0;0;0;1;0;35;35
0;0;0;1;0;34;35
0;0;0;1;0;34;35
0;0;0;1;0;35;35
0;0;0;1;0;34;35
